,0,1,2
0,0.6640265401382982,0.050131074630641925,0.19235476180308242
1,0.7796791595445033,0.8243276508289598,0.738896582973395
2,0.1076017521519812,0.6314510930439757,0.6896262637191383
3,0.9986674140559492,0.5307413116488741,0.13977152603274268
4,0.014250789069965686,0.21123853991370867,0.4017599837081254
5,0.33902279338288455,0.03660974228083913,0.7424973640381847
6,0.7813430342315439,0.9349556221385943,0.24208854489156673
7,0.07426830899315107,0.3108560621904667,0.29858256673237027
8,0.7576254245627592,0.39969878073785436,0.5078719932255856
9,0.3302281073194613,0.6569425228220014,0.8515106799934585
10,0.5570052174722813,0.7161505218175961,0.44326834002776017
11,0.5868354183992426,0.7711412182704297,0.7977810349823153
12,0.4571965587973532,0.9982201808238506,0.932740453343009
13,0.9613411672805336,0.7913755175597232,0.40809480519139596
14,0.9856897406874288,0.36761225604294956,0.6343202362554977
15,0.9232014688919047,0.36593865049342933,0.8272317376608986
16,0.47656134320196775,0.7220348543182303,0.8482773026244815
17,0.8206097448672892,0.5258451884060393,0.47073745057470606
18,0.5524254820040151,0.32161582075024875,0.7360050338173605
19,0.42313065256784643,0.41485887426208756,0.7465431941951187
