,0,1,2
0,0.9996437362856335,0.31434846919200354,0.13190923151724587
1,0.7678594384286028,0.3728794754115572,0.14466152277687427
2,0.08151726494089584,0.5025507376083493,0.49927539210451866
3,0.034874897808675254,0.20374741700330412,0.9691732062090012
4,0.1947965136646873,0.8902231066939356,0.5100941522922698
5,0.08722962523982036,0.5157962464770695,0.2216254800552243
6,0.24063348433676712,0.5642455496208655,0.516587617232915
7,0.5208708040127197,0.5348982639019025,0.4683149932372387
8,0.684577076131655,0.3205191983790291,0.9270317853625012
9,0.9775253832146967,0.20208216333224938,0.22872780860415676
10,0.2908032907756565,0.4632748988847073,0.4499704403672926
11,0.43345413576219427,0.8936028071272758,0.010381134553812621
12,0.3448717033545736,0.9725945260632095,0.49297995920961657
13,0.7958650334705591,0.5276496640173947,0.8111862922635182
14,0.7127229132584774,0.8297574674195142,0.8922561237695595
15,0.40910803520796546,0.4887771979247867,0.7535906754077956
16,0.6700058231813305,0.5048341956079636,0.4607202574611827
17,0.07473670259923315,0.8268277384469607,0.14393240683750053
18,0.2257912788995946,0.5706429549588313,0.9656387834571188
19,0.31109505766836576,0.6361838270164861,0.5863027612378192
