,0,1,2
0,0.4054104919538042,0.4502606420331212,0.2697124025060643
1,0.6363867652761248,0.4627548569433412,0.44601002996199834
2,0.534692958888112,0.7379138332989995,0.899740572390036
3,0.6327876795462155,0.9150623719624522,0.3880965770076116
4,0.012144006440620303,0.04674985320433911,0.5477579498875024
5,0.7675794534984053,0.1703925620003457,0.33428867832806874
6,0.2141351478823591,0.5031402529409965,0.42420353266286726
7,0.9715281732316162,0.0484334048843601,0.9842846986390291
8,0.18591869853714038,0.24241401966907095,0.2662862644345545
9,0.24066288446294515,0.7273100646769413,0.5688590989810018
10,0.6649163997114846,0.07495196696325046,0.9999138196344317
11,0.681343210608441,0.18281497036897576,0.49116658202768326
12,0.04093924186551512,0.3282591608318356,0.5357568841847438
13,0.4213900625831475,0.2669931736100005,0.804591388926796
14,0.147091747705553,0.361995761530693,0.907102679729624
15,0.7735914618721471,0.7899258297238275,0.253426419030356
16,0.9859481679308999,0.09954043032782889,0.8558489225078125
17,0.9003542522315742,0.08636000133106403,0.8969150038323329
18,0.46355933780876135,0.6134014230380916,0.8032699020704376
19,0.3077659283070001,0.5749995606219637,0.9811604019106401
