,0,1,2
0,0.4182892072363298,0.87733130512152,0.30377552950216224
1,0.9182430367972465,0.2752752809218866,0.011368912982224977
2,0.6009780294741534,0.4568030184767008,0.5738782722828029
3,0.9935595361006708,0.39918785885043073,0.5798227890667326
4,0.30760395364382687,0.014554226485850918,0.8327755797145243
5,0.9256630251585714,0.6687133132693597,0.49728755887880915
6,0.2905212283755476,0.770202475383468,0.04127361682284458
7,0.9020235170188942,0.22194409106960022,0.06245270718868412
8,0.8758153895822406,0.43534444208815326,0.905109688946876
9,0.5310054310164138,0.685788837292005,0.17199344889583845
